mineral,name,key,type,internationalCompanyName,officeCountry,oreOutputs,oreUnits,grossRevenues,netProfit,totalTax,CSR,CSRpercent
Chrome,Apple Bridge Investements,applebri, Local Company (GoZ),,Zimbabwe,194546,kg,10,417,447.88,,,,
Chrome,Zimasco,zimasco,International Company,Sinosteel Corporation,China,467480.71,kg,5,210,439.78,,,344,000.00,0.066021298
